wav_filename,wav_filesize,transcript
/GeneralizedKWS/timit3/selected_words_train/thick/15.wav,128050,thick
/GeneralizedKWS/timit3/selected_words_train/thick/12.wav,128050,thick
/GeneralizedKWS/timit3/selected_words_train/thick/10.wav,128050,thick
/GeneralizedKWS/timit3/selected_words_train/thick/14.wav,128050,thick
/GeneralizedKWS/timit3/selected_words_train/thick/9.wav,128050,thick
/GeneralizedKWS/timit3/selected_words_train/thick/2.wav,128058,thick
/GeneralizedKWS/timit3/selected_words_train/thick/13.wav,128050,thick
/GeneralizedKWS/timit3/selected_words_train/thick/16.wav,64058,thick
/GeneralizedKWS/timit3/selected_words_train/thick/1.wav,64058,thick
/GeneralizedKWS/timit3/selected_words_train/thick/7.wav,128050,thick
/GeneralizedKWS/timit3/selected_words_train/thick/3.wav,128058,thick
/GeneralizedKWS/timit3/selected_words_train/thick/4.wav,128058,thick
/GeneralizedKWS/timit3/selected_words_train/thick/6.wav,128058,thick
/GeneralizedKWS/timit3/selected_words_train/thick/5.wav,128058,thick
/GeneralizedKWS/timit3/selected_words_train/thick/11.wav,64058,thick
/GeneralizedKWS/timit3/selected_words_train/thick/17.wav,128058,thick
/GeneralizedKWS/timit3/selected_words_train/however/8.wav,64058,however
/GeneralizedKWS/timit3/selected_words_train/however/12.wav,128050,however
/GeneralizedKWS/timit3/selected_words_train/however/10.wav,64058,however
/GeneralizedKWS/timit3/selected_words_train/however/14.wav,64058,however
/GeneralizedKWS/timit3/selected_words_train/however/9.wav,64058,however
/GeneralizedKWS/timit3/selected_words_train/however/2.wav,128050,however
/GeneralizedKWS/timit3/selected_words_train/however/13.wav,128050,however
/GeneralizedKWS/timit3/selected_words_train/however/1.wav,64058,however
/GeneralizedKWS/timit3/selected_words_train/however/7.wav,128050,however
/GeneralizedKWS/timit3/selected_words_train/however/3.wav,64058,however
/GeneralizedKWS/timit3/selected_words_train/however/4.wav,128050,however
/GeneralizedKWS/timit3/selected_words_train/however/6.wav,128058,however
/GeneralizedKWS/timit3/selected_words_train/however/5.wav,128050,however
/GeneralizedKWS/timit3/selected_words_train/however/11.wav,64058,however
/GeneralizedKWS/timit3/selected_words_train/handling/1.wav,128050,handling
/GeneralizedKWS/timit3/selected_words_train/nowhere/2.wav,128058,nowhere
/GeneralizedKWS/timit3/selected_words_train/nowhere/1.wav,128058,nowhere
/GeneralizedKWS/timit3/selected_words_train/moment/8.wav,64058,moment
/GeneralizedKWS/timit3/selected_words_train/moment/10.wav,128058,moment
/GeneralizedKWS/timit3/selected_words_train/moment/9.wav,128050,moment
/GeneralizedKWS/timit3/selected_words_train/moment/2.wav,128058,moment
/GeneralizedKWS/timit3/selected_words_train/moment/1.wav,128050,moment
/GeneralizedKWS/timit3/selected_words_train/moment/7.wav,128050,moment
/GeneralizedKWS/timit3/selected_words_train/moment/3.wav,64058,moment
/GeneralizedKWS/timit3/selected_words_train/moment/4.wav,128058,moment
/GeneralizedKWS/timit3/selected_words_train/moment/6.wav,128050,moment
/GeneralizedKWS/timit3/selected_words_train/moment/5.wav,128050,moment
/GeneralizedKWS/timit3/selected_words_train/moment/11.wav,128050,moment
/GeneralizedKWS/timit3/selected_words_train/sorry/1.wav,128050,sorry
/GeneralizedKWS/timit3/selected_words_train/baths/2.wav,128050,baths
/GeneralizedKWS/timit3/selected_words_train/baths/1.wav,128050,baths
/GeneralizedKWS/timit3/selected_words_train/baths/3.wav,64058,baths
/GeneralizedKWS/timit3/selected_words_train/centered/1.wav,64058,centered
/GeneralizedKWS/timit3/selected_words_train/afloat/1.wav,128050,afloat
/GeneralizedKWS/timit3/selected_words_train/suddenly/2.wav,64058,suddenly
/GeneralizedKWS/timit3/selected_words_train/suddenly/1.wav,128058,suddenly
/GeneralizedKWS/timit3/selected_words_train/suddenly/3.wav,128050,suddenly
/GeneralizedKWS/timit3/selected_words_train/suddenly/4.wav,64058,suddenly
/GeneralizedKWS/timit3/selected_words_train/fewer/1.wav,64058,fewer
/GeneralizedKWS/timit3/selected_words_train/traffic/8.wav,128050,traffic
/GeneralizedKWS/timit3/selected_words_train/traffic/15.wav,128050,traffic
/GeneralizedKWS/timit3/selected_words_train/traffic/12.wav,64058,traffic
/GeneralizedKWS/timit3/selected_words_train/traffic/10.wav,64058,traffic
/GeneralizedKWS/timit3/selected_words_train/traffic/14.wav,64058,traffic
/GeneralizedKWS/timit3/selected_words_train/traffic/9.wav,128050,traffic
/GeneralizedKWS/timit3/selected_words_train/traffic/2.wav,64058,traffic
/GeneralizedKWS/timit3/selected_words_train/traffic/13.wav,64058,traffic
/GeneralizedKWS/timit3/selected_words_train/traffic/1.wav,64058,traffic
/GeneralizedKWS/timit3/selected_words_train/traffic/7.wav,128050,traffic
/GeneralizedKWS/timit3/selected_words_train/traffic/3.wav,64058,traffic
/GeneralizedKWS/timit3/selected_words_train/traffic/4.wav,64058,traffic
/GeneralizedKWS/timit3/selected_words_train/traffic/6.wav,64058,traffic
/GeneralizedKWS/timit3/selected_words_train/traffic/5.wav,64058,traffic
/GeneralizedKWS/timit3/selected_words_train/traffic/11.wav,64058,traffic
/GeneralizedKWS/timit3/selected_words_train/jocular/1.wav,64058,jocular
/GeneralizedKWS/timit3/selected_words_train/screw/2.wav,64058,screw
/GeneralizedKWS/timit3/selected_words_train/screw/1.wav,64058,screw
/GeneralizedKWS/timit3/selected_words_train/screw/7.wav,128050,screw
/GeneralizedKWS/timit3/selected_words_train/screw/3.wav,128050,screw
/GeneralizedKWS/timit3/selected_words_train/screw/4.wav,64058,screw
/GeneralizedKWS/timit3/selected_words_train/screw/6.wav,64058,screw
/GeneralizedKWS/timit3/selected_words_train/screw/5.wav,64058,screw
/GeneralizedKWS/timit3/selected_words_train/brain/2.wav,128058,brain
/GeneralizedKWS/timit3/selected_words_train/brain/1.wav,128050,brain
/GeneralizedKWS/timit3/selected_words_train/brain/3.wav,64058,brain
/GeneralizedKWS/timit3/selected_words_train/urges/1.wav,128058,urges
/GeneralizedKWS/timit3/selected_words_train/plate/2.wav,128050,plate
/GeneralizedKWS/timit3/selected_words_train/plate/1.wav,128050,plate
/GeneralizedKWS/timit3/selected_words_train/plate/7.wav,128058,plate
/GeneralizedKWS/timit3/selected_words_train/plate/3.wav,64058,plate
/GeneralizedKWS/timit3/selected_words_train/plate/4.wav,128050,plate
/GeneralizedKWS/timit3/selected_words_train/plate/6.wav,128050,plate
/GeneralizedKWS/timit3/selected_words_train/plate/5.wav,128050,plate
/GeneralizedKWS/timit3/selected_words_train/waves/1.wav,128050,waves
/GeneralizedKWS/timit3/selected_words_train/recommended/1.wav,64058,recommended
/GeneralizedKWS/timit3/selected_words_train/value/8.wav,128058,value
/GeneralizedKWS/timit3/selected_words_train/value/10.wav,64058,value
/GeneralizedKWS/timit3/selected_words_train/value/9.wav,128050,value
/GeneralizedKWS/timit3/selected_words_train/value/2.wav,64058,value
/GeneralizedKWS/timit3/selected_words_train/value/1.wav,64058,value
/GeneralizedKWS/timit3/selected_words_train/value/7.wav,128050,value
/GeneralizedKWS/timit3/selected_words_train/value/3.wav,128050,value
/GeneralizedKWS/timit3/selected_words_train/value/4.wav,64058,value
/GeneralizedKWS/timit3/selected_words_train/value/6.wav,64058,value
/GeneralizedKWS/timit3/selected_words_train/value/5.wav,128058,value
/GeneralizedKWS/timit3/selected_words_train/value/11.wav,128050,value
/GeneralizedKWS/timit3/selected_words_train/typical/2.wav,128050,typical
/GeneralizedKWS/timit3/selected_words_train/typical/1.wav,128050,typical
/GeneralizedKWS/timit3/selected_words_train/inevitable/1.wav,128050,inevitable
/GeneralizedKWS/timit3/selected_words_train/bullet/1.wav,128058,bullet
/GeneralizedKWS/timit3/selected_words_train/dream/2.wav,128050,dream
/GeneralizedKWS/timit3/selected_words_train/dream/1.wav,64058,dream
/GeneralizedKWS/timit3/selected_words_train/called/2.wav,64058,called
/GeneralizedKWS/timit3/selected_words_train/called/1.wav,128050,called
/GeneralizedKWS/timit3/selected_words_train/called/3.wav,64058,called
/GeneralizedKWS/timit3/selected_words_train/called/4.wav,64058,called
/GeneralizedKWS/timit3/selected_words_train/called/5.wav,128050,called
/GeneralizedKWS/timit3/selected_words_train/mishap/1.wav,128050,mishap
/GeneralizedKWS/timit3/selected_words_train/snips/1.wav,64058,snips
/GeneralizedKWS/timit3/selected_words_train/vanishing/1.wav,128050,vanishing
/GeneralizedKWS/timit3/selected_words_train/stage/1.wav,64058,stage
/GeneralizedKWS/timit3/selected_words_train/malaria/1.wav,128050,malaria
/GeneralizedKWS/timit3/selected_words_train/conclusions/1.wav,128050,conclusions
/GeneralizedKWS/timit3/selected_words_train/awoke/1.wav,64058,awoke
/GeneralizedKWS/timit3/selected_words_train/rides/1.wav,128050,rides
/GeneralizedKWS/timit3/selected_words_train/entirely/2.wav,128050,entirely
/GeneralizedKWS/timit3/selected_words_train/entirely/1.wav,128050,entirely
/GeneralizedKWS/timit3/selected_words_train/kinda/1.wav,128050,kinda
/GeneralizedKWS/timit3/selected_words_train/divorce/1.wav,64058,divorce
/GeneralizedKWS/timit3/selected_words_train/stress/1.wav,64058,stress
/GeneralizedKWS/timit3/selected_words_train/stampede/1.wav,128050,stampede
/GeneralizedKWS/timit3/selected_words_train/composure/2.wav,128050,composure
/GeneralizedKWS/timit3/selected_words_train/composure/1.wav,128050,composure
/GeneralizedKWS/timit3/selected_words_train/composure/7.wav,128050,composure
/GeneralizedKWS/timit3/selected_words_train/composure/3.wav,128050,composure
/GeneralizedKWS/timit3/selected_words_train/composure/4.wav,128058,composure
/GeneralizedKWS/timit3/selected_words_train/composure/6.wav,64058,composure
/GeneralizedKWS/timit3/selected_words_train/composure/5.wav,64058,composure
/GeneralizedKWS/timit3/selected_words_train/appetites/1.wav,128050,appetites
/GeneralizedKWS/timit3/selected_words_train/local/8.wav,128050,local
/GeneralizedKWS/timit3/selected_words_train/local/9.wav,128058,local
/GeneralizedKWS/timit3/selected_words_train/local/2.wav,128050,local
/GeneralizedKWS/timit3/selected_words_train/local/1.wav,128050,local
/GeneralizedKWS/timit3/selected_words_train/local/7.wav,128050,local
/GeneralizedKWS/timit3/selected_words_train/local/3.wav,64058,local
/GeneralizedKWS/timit3/selected_words_train/local/4.wav,128050,local
/GeneralizedKWS/timit3/selected_words_train/local/6.wav,128058,local
/GeneralizedKWS/timit3/selected_words_train/local/5.wav,128050,local
/GeneralizedKWS/timit3/selected_words_train/horseplay/1.wav,128050,horseplay
/GeneralizedKWS/timit3/selected_words_train/drank/1.wav,64058,drank
/GeneralizedKWS/timit3/selected_words_train/shelter/2.wav,128050,shelter
/GeneralizedKWS/timit3/selected_words_train/shelter/1.wav,64058,shelter
/GeneralizedKWS/timit3/selected_words_train/padlock/1.wav,128058,padlock
/GeneralizedKWS/timit3/selected_words_train/becalmed/1.wav,64058,becalmed
/GeneralizedKWS/timit3/selected_words_train/washing/1.wav,64058,washing
/GeneralizedKWS/timit3/selected_words_train/purple/2.wav,64058,purple
/GeneralizedKWS/timit3/selected_words_train/purple/1.wav,64058,purple
/GeneralizedKWS/timit3/selected_words_train/purple/7.wav,64058,purple
/GeneralizedKWS/timit3/selected_words_train/purple/3.wav,64058,purple
/GeneralizedKWS/timit3/selected_words_train/purple/4.wav,64058,purple
/GeneralizedKWS/timit3/selected_words_train/purple/6.wav,128050,purple
/GeneralizedKWS/timit3/selected_words_train/purple/5.wav,128050,purple
/GeneralizedKWS/timit3/selected_words_train/sweaters/2.wav,64058,sweaters
/GeneralizedKWS/timit3/selected_words_train/sweaters/1.wav,64058,sweaters
/GeneralizedKWS/timit3/selected_words_train/sweaters/7.wav,128050,sweaters
/GeneralizedKWS/timit3/selected_words_train/sweaters/3.wav,64058,sweaters
/GeneralizedKWS/timit3/selected_words_train/sweaters/4.wav,64058,sweaters
/GeneralizedKWS/timit3/selected_words_train/sweaters/6.wav,64058,sweaters
/GeneralizedKWS/timit3/selected_words_train/sweaters/5.wav,128050,sweaters
/GeneralizedKWS/timit3/selected_words_train/acres/2.wav,64058,acres
/GeneralizedKWS/timit3/selected_words_train/acres/1.wav,64058,acres
/GeneralizedKWS/timit3/selected_words_train/acres/7.wav,64058,acres
/GeneralizedKWS/timit3/selected_words_train/acres/3.wav,64058,acres
/GeneralizedKWS/timit3/selected_words_train/acres/4.wav,128050,acres
/GeneralizedKWS/timit3/selected_words_train/acres/6.wav,64058,acres
/GeneralizedKWS/timit3/selected_words_train/acres/5.wav,64058,acres
/GeneralizedKWS/timit3/selected_words_train/pressure/2.wav,64058,pressure
/GeneralizedKWS/timit3/selected_words_train/pressure/1.wav,64058,pressure
/GeneralizedKWS/timit3/selected_words_train/relieving/1.wav,64058,relieving
/GeneralizedKWS/timit3/selected_words_train/corollaries/1.wav,64058,corollaries
/GeneralizedKWS/timit3/selected_words_train/statuesque/2.wav,64058,statuesque
/GeneralizedKWS/timit3/selected_words_train/statuesque/1.wav,64058,statuesque
/GeneralizedKWS/timit3/selected_words_train/statuesque/7.wav,64058,statuesque
/GeneralizedKWS/timit3/selected_words_train/statuesque/3.wav,64058,statuesque
/GeneralizedKWS/timit3/selected_words_train/statuesque/4.wav,128050,statuesque
/GeneralizedKWS/timit3/selected_words_train/statuesque/6.wav,128050,statuesque
/GeneralizedKWS/timit3/selected_words_train/statuesque/5.wav,64058,statuesque
/GeneralizedKWS/timit3/selected_words_train/fears/1.wav,128050,fears
/GeneralizedKWS/timit3/selected_words_train/female/1.wav,64058,female
/GeneralizedKWS/timit3/selected_words_train/gleamed/1.wav,64058,gleamed
/GeneralizedKWS/timit3/selected_words_train/wheels/1.wav,128050,wheels
/GeneralizedKWS/timit3/selected_words_train/matters/2.wav,128058,matters
/GeneralizedKWS/timit3/selected_words_train/matters/1.wav,64058,matters
/GeneralizedKWS/timit3/selected_words_train/autumn/2.wav,64058,autumn
/GeneralizedKWS/timit3/selected_words_train/autumn/1.wav,128050,autumn
/GeneralizedKWS/timit3/selected_words_train/autumn/7.wav,128050,autumn
/GeneralizedKWS/timit3/selected_words_train/autumn/3.wav,64058,autumn
/GeneralizedKWS/timit3/selected_words_train/autumn/4.wav,128050,autumn
/GeneralizedKWS/timit3/selected_words_train/autumn/6.wav,128050,autumn
/GeneralizedKWS/timit3/selected_words_train/autumn/5.wav,128050,autumn
/GeneralizedKWS/timit3/selected_words_train/usual/1.wav,128050,usual
/GeneralizedKWS/timit3/selected_words_train/stuck/1.wav,128050,stuck
/GeneralizedKWS/timit3/selected_words_train/personnel/1.wav,128050,personnel
/GeneralizedKWS/timit3/selected_words_train/updating/2.wav,128058,updating
/GeneralizedKWS/timit3/selected_words_train/updating/1.wav,64058,updating
/GeneralizedKWS/timit3/selected_words_train/updating/7.wav,128058,updating
/GeneralizedKWS/timit3/selected_words_train/updating/3.wav,128058,updating
/GeneralizedKWS/timit3/selected_words_train/updating/4.wav,128058,updating
/GeneralizedKWS/timit3/selected_words_train/updating/6.wav,128050,updating
/GeneralizedKWS/timit3/selected_words_train/updating/5.wav,128050,updating
/GeneralizedKWS/timit3/selected_words_train/midnight/2.wav,128050,midnight
/GeneralizedKWS/timit3/selected_words_train/midnight/1.wav,64058,midnight
/GeneralizedKWS/timit3/selected_words_train/surprising/1.wav,64058,surprising
/GeneralizedKWS/timit3/selected_words_train/barracuda/2.wav,128058,barracuda
/GeneralizedKWS/timit3/selected_words_train/barracuda/1.wav,64058,barracuda
/GeneralizedKWS/timit3/selected_words_train/barracuda/7.wav,64058,barracuda
/GeneralizedKWS/timit3/selected_words_train/barracuda/3.wav,64058,barracuda
/GeneralizedKWS/timit3/selected_words_train/barracuda/4.wav,64058,barracuda
/GeneralizedKWS/timit3/selected_words_train/barracuda/6.wav,128050,barracuda
/GeneralizedKWS/timit3/selected_words_train/barracuda/5.wav,128058,barracuda
/GeneralizedKWS/timit3/selected_words_train/incomplete/1.wav,64058,incomplete
/GeneralizedKWS/timit3/selected_words_train/shrubs/1.wav,128058,shrubs
/GeneralizedKWS/timit3/selected_words_train/snapping/1.wav,64058,snapping
/GeneralizedKWS/timit3/selected_words_train/became/8.wav,128050,became
/GeneralizedKWS/timit3/selected_words_train/became/10.wav,128050,became
/GeneralizedKWS/timit3/selected_words_train/became/9.wav,64058,became
/GeneralizedKWS/timit3/selected_words_train/became/2.wav,128050,became
/GeneralizedKWS/timit3/selected_words_train/became/1.wav,128050,became
/GeneralizedKWS/timit3/selected_words_train/became/7.wav,128050,became
/GeneralizedKWS/timit3/selected_words_train/became/3.wav,64058,became
/GeneralizedKWS/timit3/selected_words_train/became/4.wav,64058,became
/GeneralizedKWS/timit3/selected_words_train/became/6.wav,64058,became
/GeneralizedKWS/timit3/selected_words_train/became/5.wav,128050,became
/GeneralizedKWS/timit3/selected_words_train/became/11.wav,64058,became
/GeneralizedKWS/timit3/selected_words_train/beyond/2.wav,64058,beyond
/GeneralizedKWS/timit3/selected_words_train/beyond/1.wav,64058,beyond
/GeneralizedKWS/timit3/selected_words_train/beyond/3.wav,64058,beyond
/GeneralizedKWS/timit3/selected_words_train/beyond/4.wav,128050,beyond
/GeneralizedKWS/timit3/selected_words_train/airborne/2.wav,128050,airborne
/GeneralizedKWS/timit3/selected_words_train/airborne/1.wav,128050,airborne
/GeneralizedKWS/timit3/selected_words_train/shrinking/1.wav,64058,shrinking
/GeneralizedKWS/timit3/selected_words_train/monstrous/1.wav,128058,monstrous
/GeneralizedKWS/timit3/selected_words_train/attendants/1.wav,64058,attendants
/GeneralizedKWS/timit3/selected_words_train/aristocratic/2.wav,64058,aristocratic
/GeneralizedKWS/timit3/selected_words_train/aristocratic/1.wav,128050,aristocratic
/GeneralizedKWS/timit3/selected_words_train/disease/2.wav,64058,disease
/GeneralizedKWS/timit3/selected_words_train/disease/1.wav,128050,disease
/GeneralizedKWS/timit3/selected_words_train/disease/7.wav,128058,disease
/GeneralizedKWS/timit3/selected_words_train/disease/3.wav,128058,disease
/GeneralizedKWS/timit3/selected_words_train/disease/4.wav,128058,disease
/GeneralizedKWS/timit3/selected_words_train/disease/6.wav,128058,disease
/GeneralizedKWS/timit3/selected_words_train/disease/5.wav,64058,disease
/GeneralizedKWS/timit3/selected_words_train/gadfly/1.wav,64058,gadfly
/GeneralizedKWS/timit3/selected_words_train/clasped/1.wav,64058,clasped
/GeneralizedKWS/timit3/selected_words_train/deriving/1.wav,128050,deriving
/GeneralizedKWS/timit3/selected_words_train/retouching/1.wav,64058,retouching
/GeneralizedKWS/timit3/selected_words_train/public/8.wav,128050,public
/GeneralizedKWS/timit3/selected_words_train/public/10.wav,128050,public
/GeneralizedKWS/timit3/selected_words_train/public/9.wav,64058,public
/GeneralizedKWS/timit3/selected_words_train/public/2.wav,128050,public
/GeneralizedKWS/timit3/selected_words_train/public/1.wav,64058,public
/GeneralizedKWS/timit3/selected_words_train/public/7.wav,64058,public
/GeneralizedKWS/timit3/selected_words_train/public/3.wav,128050,public
/GeneralizedKWS/timit3/selected_words_train/public/4.wav,128050,public
/GeneralizedKWS/timit3/selected_words_train/public/6.wav,128050,public
/GeneralizedKWS/timit3/selected_words_train/public/5.wav,64058,public
/GeneralizedKWS/timit3/selected_words_train/consumers/1.wav,128050,consumers
/GeneralizedKWS/timit3/selected_words_train/officials/1.wav,128050,officials
/GeneralizedKWS/timit3/selected_words_train/irish/2.wav,128058,irish
/GeneralizedKWS/timit3/selected_words_train/irish/1.wav,64058,irish
/GeneralizedKWS/timit3/selected_words_train/irish/7.wav,128050,irish
/GeneralizedKWS/timit3/selected_words_train/irish/3.wav,128058,irish
/GeneralizedKWS/timit3/selected_words_train/irish/4.wav,128058,irish
/GeneralizedKWS/timit3/selected_words_train/irish/6.wav,128050,irish
/GeneralizedKWS/timit3/selected_words_train/irish/5.wav,128058,irish
/GeneralizedKWS/timit3/selected_words_train/needs/8.wav,64058,needs
/GeneralizedKWS/timit3/selected_words_train/needs/18.wav,128050,needs
/GeneralizedKWS/timit3/selected_words_train/needs/15.wav,128050,needs
/GeneralizedKWS/timit3/selected_words_train/needs/12.wav,64058,needs
/GeneralizedKWS/timit3/selected_words_train/needs/10.wav,64058,needs
/GeneralizedKWS/timit3/selected_words_train/needs/19.wav,64058,needs
/GeneralizedKWS/timit3/selected_words_train/needs/24.wav,128050,needs
/GeneralizedKWS/timit3/selected_words_train/needs/14.wav,128050,needs
/GeneralizedKWS/timit3/selected_words_train/needs/20.wav,64058,needs
/GeneralizedKWS/timit3/selected_words_train/needs/22.wav,64058,needs
/GeneralizedKWS/timit3/selected_words_train/needs/9.wav,64058,needs
/GeneralizedKWS/timit3/selected_words_train/needs/2.wav,64058,needs
/GeneralizedKWS/timit3/selected_words_train/needs/13.wav,64058,needs
/GeneralizedKWS/timit3/selected_words_train/needs/16.wav,64058,needs
/GeneralizedKWS/timit3/selected_words_train/needs/1.wav,128050,needs
/GeneralizedKWS/timit3/selected_words_train/needs/7.wav,64058,needs
/GeneralizedKWS/timit3/selected_words_train/needs/3.wav,64058,needs
/GeneralizedKWS/timit3/selected_words_train/needs/23.wav,128050,needs
/GeneralizedKWS/timit3/selected_words_train/needs/21.wav,128050,needs
/GeneralizedKWS/timit3/selected_words_train/needs/4.wav,128050,needs
/GeneralizedKWS/timit3/selected_words_train/needs/6.wav,64058,needs
/GeneralizedKWS/timit3/selected_words_train/needs/5.wav,64058,needs
/GeneralizedKWS/timit3/selected_words_train/needs/11.wav,128050,needs
/GeneralizedKWS/timit3/selected_words_train/needs/17.wav,128050,needs
/GeneralizedKWS/timit3/selected_words_train/danny/2.wav,128050,danny
/GeneralizedKWS/timit3/selected_words_train/danny/1.wav,128050,danny
/GeneralizedKWS/timit3/selected_words_train/danny/7.wav,128050,danny
/GeneralizedKWS/timit3/selected_words_train/danny/3.wav,64058,danny
/GeneralizedKWS/timit3/selected_words_train/danny/4.wav,64058,danny
/GeneralizedKWS/timit3/selected_words_train/danny/6.wav,128050,danny
/GeneralizedKWS/timit3/selected_words_train/danny/5.wav,64058,danny
/GeneralizedKWS/timit3/selected_words_train/blues/2.wav,128058,blues
/GeneralizedKWS/timit3/selected_words_train/blues/1.wav,128058,blues
/GeneralizedKWS/timit3/selected_words_train/blues/7.wav,64058,blues
/GeneralizedKWS/timit3/selected_words_train/blues/3.wav,128058,blues
/GeneralizedKWS/timit3/selected_words_train/blues/4.wav,128050,blues
/GeneralizedKWS/timit3/selected_words_train/blues/6.wav,128050,blues
/GeneralizedKWS/timit3/selected_words_train/blues/5.wav,128058,blues
/GeneralizedKWS/timit3/selected_words_train/crown/1.wav,128050,crown
/GeneralizedKWS/timit3/selected_words_train/redecorating/1.wav,64058,redecorating
/GeneralizedKWS/timit3/selected_words_train/vaudeville/1.wav,64058,vaudeville
/GeneralizedKWS/timit3/selected_words_train/layoffs/2.wav,64058,layoffs
/GeneralizedKWS/timit3/selected_words_train/layoffs/1.wav,64058,layoffs
/GeneralizedKWS/timit3/selected_words_train/layoffs/7.wav,64058,layoffs
/GeneralizedKWS/timit3/selected_words_train/layoffs/3.wav,128050,layoffs
/GeneralizedKWS/timit3/selected_words_train/layoffs/4.wav,128050,layoffs
/GeneralizedKWS/timit3/selected_words_train/layoffs/6.wav,64058,layoffs
/GeneralizedKWS/timit3/selected_words_train/layoffs/5.wav,128050,layoffs
/GeneralizedKWS/timit3/selected_words_train/though/2.wav,64058,though
/GeneralizedKWS/timit3/selected_words_train/though/1.wav,128058,though
/GeneralizedKWS/timit3/selected_words_train/though/3.wav,128058,though
/GeneralizedKWS/timit3/selected_words_train/though/4.wav,128050,though
/GeneralizedKWS/timit3/selected_words_train/though/5.wav,128050,though
/GeneralizedKWS/timit3/selected_words_train/judged/2.wav,128050,judged
/GeneralizedKWS/timit3/selected_words_train/judged/1.wav,64058,judged
/GeneralizedKWS/timit3/selected_words_train/judged/7.wav,64058,judged
/GeneralizedKWS/timit3/selected_words_train/judged/3.wav,128050,judged
/GeneralizedKWS/timit3/selected_words_train/judged/4.wav,64058,judged
/GeneralizedKWS/timit3/selected_words_train/judged/6.wav,128050,judged
/GeneralizedKWS/timit3/selected_words_train/judged/5.wav,64058,judged
/GeneralizedKWS/timit3/selected_words_train/thinking/2.wav,128050,thinking
/GeneralizedKWS/timit3/selected_words_train/thinking/1.wav,64058,thinking
/GeneralizedKWS/timit3/selected_words_train/looks/2.wav,128050,looks
/GeneralizedKWS/timit3/selected_words_train/looks/1.wav,128050,looks
/GeneralizedKWS/timit3/selected_words_train/looks/3.wav,128058,looks
/GeneralizedKWS/timit3/selected_words_train/shone/8.wav,128050,shone
/GeneralizedKWS/timit3/selected_words_train/shone/12.wav,128050,shone
/GeneralizedKWS/timit3/selected_words_train/shone/10.wav,128050,shone
/GeneralizedKWS/timit3/selected_words_train/shone/14.wav,64058,shone
/GeneralizedKWS/timit3/selected_words_train/shone/9.wav,64058,shone
/GeneralizedKWS/timit3/selected_words_train/shone/2.wav,64058,shone
/GeneralizedKWS/timit3/selected_words_train/shone/13.wav,128050,shone
/GeneralizedKWS/timit3/selected_words_train/shone/1.wav,64058,shone
/GeneralizedKWS/timit3/selected_words_train/shone/7.wav,64058,shone
/GeneralizedKWS/timit3/selected_words_train/shone/3.wav,64058,shone
/GeneralizedKWS/timit3/selected_words_train/shone/4.wav,64058,shone
/GeneralizedKWS/timit3/selected_words_train/shone/6.wav,128050,shone
/GeneralizedKWS/timit3/selected_words_train/shone/5.wav,128050,shone
/GeneralizedKWS/timit3/selected_words_train/shone/11.wav,64058,shone
/GeneralizedKWS/timit3/selected_words_train/drivers/1.wav,64058,drivers
/GeneralizedKWS/timit3/selected_words_train/sense/2.wav,128050,sense
